Function,Synopsis,Parameter,Type,Mandatory,IsSwitch,Aliases,ParameterSets,AcceptsPipeline,Description
Invoke-ADTCommandWithRetries,Drop-in replacement for any cmdlet/function where a retry is desirable due to transient issues.,MaximumElapsedTime,TimeSpan,FALSE,FALSE,,__AllParameterSets,FALSE,"The maximum elapsed time allowed to passed while attempting retries. If the maximum elapsted time has passed and there are still attempts remaining they will be disgarded. If this parameter is supplied and the `-Retries` parameter isn't, this command will continue to retry the provided command until the time limit runs out."
Invoke-ADTCommandWithRetries,Drop-in replacement for any cmdlet/function where a retry is desirable due to transient issues.,SleepSeconds,UInt32,FALSE,FALSE,,__AllParameterSets,FALSE,This parameter is obsolete and will be removed in PSAppDeployToolkit 4.2.0. Please use `-SleepDuration` instead.
Invoke-ADTCommandWithRetries,Drop-in replacement for any cmdlet/function where a retry is desirable due to transient issues.,Parameters,IReadOnlyList`1,FALSE,FALSE,,__AllParameterSets,FALSE,"A 'ValueFromRemainingArguments' parameter to collect the parameters as would be passed to the provided Command. While values can be directly provided to this parameter, it's not designed to be explicitly called."
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,Cmdlet,PSCmdlet,TRUE,FALSE,,__AllParameterSets,FALSE,The cmdlet that is calling this function.
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,SessionState,SessionState,TRUE,FALSE,,__AllParameterSets,FALSE,The session state of the calling cmdlet.
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,ErrorRecord,ErrorRecord,TRUE,FALSE,,__AllParameterSets,FALSE,The error record to handle.
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,LogMessage,String,FALSE,FALSE,,"AdditionalResolveErrorProperties, DisableErrorResolving, None, ResolveErrorProperties",FALSE,The error message to write to the active ADTSession's log file.
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,ResolveErrorProperties,String[],TRUE,FALSE,,ResolveErrorProperties,FALSE,"If specified, the specific ErrorRecord properties to print during resolution."
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,AdditionalResolveErrorProperties,String[],TRUE,FALSE,,AdditionalResolveErrorProperties,FALSE,"If specified, a list of additional ErrorRecord properties to print during resolution."
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,DisableErrorResolving,SwitchParameter,TRUE,TRUE,,DisableErrorResolving,FALSE,"If specified, the function will not append the resolved error record to the log message."
Invoke-ADTFunctionErrorHandler,Handles errors within ADT functions by logging and optionally passing through the error.,Silent,SwitchParameter,TRUE,TRUE,,Silent,FALSE,"If specified, doesn't write anything to the log and just handles the ErrorRecord itself."
Invoke-ADTObjectMethod,Invoke method on any object.,InputObject,Object,TRUE,FALSE,,__AllParameterSets,FALSE,Specifies an object which has methods that can be invoked.
Invoke-ADTObjectMethod,Invoke method on any object.,MethodName,String,TRUE,FALSE,,__AllParameterSets,FALSE,Specifies the name of a method to invoke.
Invoke-ADTObjectMethod,Invoke method on any object.,ArgumentList,Object[],FALSE,FALSE,,Positional,FALSE,Argument to pass to the method being executed. Allows execution of method without specifying named parameters.
Invoke-ADTObjectMethod,Invoke method on any object.,Parameter,Hashtable,TRUE,FALSE,,Named,FALSE,Argument to pass to the method being executed. Allows execution of method by using named parameters.
Invoke-ADTRegSvr32,Register or unregister a DLL file.,FilePath,String,TRUE,FALSE,,__AllParameterSets,FALSE,Path to the DLL file.
Invoke-ADTRegSvr32,Register or unregister a DLL file.,Action,String,TRUE,FALSE,,__AllParameterSets,FALSE,Specify whether to register or unregister the DLL.
Invoke-ADTSCCMTask,Triggers SCCM to invoke the requested schedule task ID.,ScheduleId,TriggerScheduleId,TRUE,FALSE,,__AllParameterSets,FALSE,Name of the Schedule Id to trigger.
Mount-ADTWimFile,Mounts a WIM file to a specified directory.,ImagePath,FileInfo,TRUE,FALSE,,"Index, Name",FALSE,Path to the WIM file to be mounted.
Mount-ADTWimFile,Mounts a WIM file to a specified directory.,Path,DirectoryInfo,TRUE,FALSE,,"Index, Name",FALSE,"Directory where the WIM file will be mounted. The directory either must not exist, or must be empty and not have a pre-existing WIM mounted."
Mount-ADTWimFile,Mounts a WIM file to a specified directory.,Index,Nullable`1,TRUE,FALSE,,Index,FALSE,Index of the image within the WIM file to be mounted.
Mount-ADTWimFile,Mounts a WIM file to a specified directory.,Name,String,TRUE,FALSE,,Name,FALSE,Name of the image within the WIM file to be mounted.
Mount-ADTWimFile,Mounts a WIM file to a specified directory.,Force,SwitchParameter,FALSE,TRUE,,"Index, Name",FALSE,Forces the removal of the existing directory if it is not empty.
Mount-ADTWimFile,Mounts a WIM file to a specified directory.,PassThru,SwitchParameter,FALSE,TRUE,,"Index, Name",FALSE,"If specified, the function will return the results from `Mount-WindowsImage`."
New-ADTErrorRecord,Creates a new ErrorRecord object.,Exception,Exception,TRUE,FALSE,,__AllParameterSets,FALSE,The exception object that caused the error.
New-ADTErrorRecord,Creates a new ErrorRecord object.,Category,ErrorCategory,TRUE,FALSE,,__AllParameterSets,FALSE,The category of the error.
New-ADTErrorRecord,Creates a new ErrorRecord object.,ErrorId,String,FALSE,FALSE,,__AllParameterSets,FALSE,The identifier for the error. Default is 'NotSpecified'.
New-ADTErrorRecord,Creates a new ErrorRecord object.,TargetObject,Object,FALSE,FALSE,,__AllParameterSets,FALSE,The target object that the error is related to.
New-ADTErrorRecord,Creates a new ErrorRecord object.,TargetName,String,FALSE,FALSE,,__AllParameterSets,FALSE,The name of the target that the error is related to.
New-ADTErrorRecord,Creates a new ErrorRecord object.,TargetType,String,FALSE,FALSE,,__AllParameterSets,FALSE,The type of the target that the error is related to.
New-ADTErrorRecord,Creates a new ErrorRecord object.,Activity,String,FALSE,FALSE,,__AllParameterSets,FALSE,The activity that was being performed when the error occurred.
New-ADTErrorRecord,Creates a new ErrorRecord object.,Reason,String,FALSE,FALSE,,__AllParameterSets,FALSE,The reason for the error.
New-ADTErrorRecord,Creates a new ErrorRecord object.,RecommendedAction,String,FALSE,FALSE,,__AllParameterSets,FALSE,The recommended action to resolve the error.
New-ADTFolder,Create a new folder.,LiteralPath,String,TRUE,FALSE,"Path, PSPath",__AllParameterSets,FALSE,Path to the new folder to create.
New-ADTMsiTransform,Create a transform file for an MSI database.,MsiPath,String,TRUE,FALSE,,__AllParameterSets,FALSE,Specify the path to an MSI file.
New-ADTMsiTransform,Create a transform file for an MSI database.,ApplyTransformPath,String,FALSE,FALSE,,__AllParameterSets,FALSE,Specify the path to a transform which should be applied to the MSI database before any new properties are created or modified.
New-ADTMsiTransform,Create a transform file for an MSI database.,NewTransformPath,String,FALSE,FALSE,,__AllParameterSets,FALSE,"Specify the path where the new transform file with the desired properties will be created. If a transform file of the same name already exists, it will be deleted before a new one is created."
New-ADTMsiTransform,Create a transform file for an MSI database.,TransformProperties,Hashtable,TRUE,FALSE,,__AllParameterSets,FALSE,Hashtable which contains calls to `Set-ADTMsiProperty` for configuring the desired properties which should be included in the new transform file. Example hashtable: `@{ ALLUSERS = 1 }`
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,LiteralPath,String,TRUE,FALSE,"Path, PSPath",__AllParameterSets,FALSE,Path to save the shortcut.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,TargetPath,String,TRUE,FALSE,,__AllParameterSets,FALSE,Target path or URL that the shortcut launches.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,Arguments,String,FALSE,FALSE,,__AllParameterSets,FALSE,Arguments to be passed to the target path.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,IconLocation,String,FALSE,FALSE,,__AllParameterSets,FALSE,Location of the icon used for the shortcut.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,IconIndex,Nullable`1,FALSE,FALSE,,__AllParameterSets,FALSE,"The index of the icon. Executables, DLLs, ICO files with multiple icons need the icon index to be specified. This parameter is an Integer. The first index is 0."
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,Description,String,FALSE,FALSE,,__AllParameterSets,FALSE,Description of the shortcut.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,WorkingDirectory,String,FALSE,FALSE,,__AllParameterSets,FALSE,Working Directory to be used for the target path.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,WindowStyle,String,FALSE,FALSE,,__AllParameterSets,FALSE,"Windows style of the application. Options: Normal, Maximized, Minimized."
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,RunAsAdmin,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Set shortcut to run program as administrator. This option will prompt user to elevate when executing shortcut.
New-ADTShortcut,Creates a new .lnk or .url type shortcut.,Hotkey,String,FALSE,FALSE,,__AllParameterSets,FALSE,"Create a Hotkey to launch the shortcut, e.g. ""CTRL+SHIFT+F""."
New-ADTTemplate,"Creates a new folder containing a template front end and module folder, ready to customise.",Destination,String,FALSE,FALSE,,__AllParameterSets,FALSE,Path where the new folder should be created. Default is the current working directory.
New-ADTTemplate,"Creates a new folder containing a template front end and module folder, ready to customise.",Name,String,FALSE,FALSE,,__AllParameterSets,FALSE,Name of the newly created folder. Default is PSAppDeployToolkit_Version.
New-ADTTemplate,"Creates a new folder containing a template front end and module folder, ready to customise.",Version,Int32,FALSE,FALSE,,__AllParameterSets,FALSE,Defaults to 4 for the standard v4 template. Use 3 for the v3 compatibility mode template.
New-ADTTemplate,"Creates a new folder containing a template front end and module folder, ready to customise.",Show,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Opens the newly created folder in Windows Explorer.
New-ADTTemplate,"Creates a new folder containing a template front end and module folder, ready to customise.",Force,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,"If the destination folder already exists, this switch will force the creation of the new folder."
New-ADTTemplate,"Creates a new folder containing a template front end and module folder, ready to customise.",PassThru,SwitchParameter,FALSE,TRUE,,__AllParameterSets,FALSE,Returns the newly created folder object.
New-ADTValidateScriptErrorRecord,Creates a new ErrorRecord for script validation errors.,ParameterName,String,TRUE,FALSE,,__AllParameterSets,FALSE,The name of the parameter that caused the validation error.
New-ADTValidateScriptErrorRecord,Creates a new ErrorRecord for script validation errors.,ProvidedValue,Object,TRUE,FALSE,,__AllParameterSets,FALSE,The value provided for the parameter that caused the validation error.
